,number,classification,timestamp,latitude,longitude,report,key_words
2676,46578,Class B,2014-09-26 12:00:00+00:00,36.40406,-84.23711, Possible howls are heard for several weeks near Pine Knot,Possible howls heard several weeks near Pine Knot
2677,47067,Class B,2014-09-22 12:00:00+00:00,37.30984,-84.20422, ATV riders near Berea have scary ride out of woods at night,ATV riders near Berea scary ride woods night
2678,50318,Class B,2015-11-21 12:00:00+00:00,38.05344,-82.5446, More strange incidents reported from an old Farmplace near Blaine,More strange incidents reported old Farmplace near Blaine
2679,50746,Class B,2015-12-22 12:00:00+00:00,37.53918,-83.46014, Possible aggressive behavior at new rural cabin site near Stanton,Possible aggressive behavior new rural cabin site near Stanton
2680,1278,Class B,1980-11-15 12:00:00+00:00,30.8346,-92.64896," While hunting with his dog, a hunter observes a creature in the brush","While hunting dog, hunter observes creature brush"
2681,1516,Class B,1979-06-15 12:00:00+00:00,32.4197,-93.4386," Unknown animal with loud scream visits lake front home, frightens dog; something heavy is heard walking in the water","Unknown animal loud scream visits lake front home, frightens dog; something heavy heard walking water"
2682,4552,Class B,2001-01-28 12:00:00+00:00,30.96745,-91.0955, Strange late night sounds heard near Norwood,Strange late night sounds heard near Norwood
2683,12087,Class B,1997-01-04 12:00:00+00:00,30.509,-90.6763, Trapper experiences nighttime vocalizations,Trapper experiences nighttime vocalizations
2684,23882,Class B,1976-07-14 12:00:00+00:00,32.45763,-93.36627, Woman recounts incident involving her father near town of Doyline on Lake Bistinue,Woman recounts incident involving father near town Doyline Lake Bistinue
2685,24413,Class B,1925-10-14 12:00:00+00:00,31.08774,-91.84467, Woman recounts a tale her Grandfather told her about a frightening incident near Horseshoe Lake,Woman recounts tale Grandfather told frightening incident near Horseshoe Lake
2686,25548,Class B,1991-06-01 12:00:00+00:00,30.85052,-89.81163," A hunter recalls finding giant footprints as a boy, and recently heard a strange vocalization while hunting hogs late at night on the outskirts of Varnado","A hunter recalls finding giant footprints boy, recently heard strange vocalization hunting hogs late night outskirts Varnado"
2687,28954,Class B,2010-02-15 12:00:00+00:00,31.41787,-92.28034, Possible encounter by hunters camping in the Kisatchie National Forest,Possible encounter hunters camping Kisatchie National Forest
2688,8972,Class B,1979-07-13 12:00:00+00:00,42.12697,-70.97559," Possible vocalizations heard by residents in the ""Bridgewater Triangle""","Possible vocalizations heard residents ""Bridgewater Triangle"""
2689,20562,Class B,1977-12-15 12:00:00+00:00,41.73125,-70.48792, Man describes possible sighting in childhood near Sandwich,Man describes possible sighting childhood near Sandwich
2690,20670,Class B,2000-11-25 12:00:00+00:00,42.17865,-70.75587, Unrecognized wailing heard near Scituate,Unrecognized wailing heard near Scituate
2691,25364,Class B,2009-05-17 12:00:00+00:00,41.60551,-70.97708, Federal law enforcement agent describes possible snow tracks on private land adjacent to Pakamansett River @ 10 miles from Hockomock Swamp (w/ Photos),Federal law enforcement agent describes possible snow tracks private land adjacent Pakamansett River @ 10 miles Hockomock Swamp (w/ Photos)
2692,25719,Class B,2009-11-17 12:00:00+00:00,41.83664,-70.89049, Wood Knocks Heard Near Assawompsett Pond,Wood Knocks Heard Near Assawompsett Pond
2693,28017,Class B,2010-11-08 12:00:00+00:00,42.54334,-71.80123, Hikers observe and cast possible fresh footprints in Leominister State Forest,Hikers observe cast possible fresh footprints Leominister State Forest
2694,28667,Class B,2011-08-14 12:00:00+00:00,42.08179,-72.82665, Resident hears possible early morning vocalizations near Westfield,Resident hears possible early morning vocalizations near Westfield
2695,38386,Class B,2000-10-01 12:00:00+00:00,42.12302,-72.89154, Night fisherman has possible encounter at the Cobble Mountain Reservoir,Night fisherman possible encounter Cobble Mountain Reservoir
2696,46780,Class B,2015-04-20 12:00:00+00:00,42.64809,-72.91994, Possible nighttime sighting while driving over a bridge near Charlemont,Possible nighttime sighting driving bridge near Charlemont
2697,46973,Class B,2015-11-06 12:00:00+00:00,42.34607,-73.16418, Hikers hear possible knocks and howls in The Berkshires,Hikers hear possible knocks howls The Berkshires
2698,49512,Class B,2015-04-09 12:00:00+00:00,41.85164,-70.95207, Possible structure found when checking out the location of a sighting near Lakeville,Possible structure found checking location sighting near Lakeville
2699,49877,Class B,2015-09-13 12:00:00+00:00,42.34607,-36588780.0, Hikers have large rock thrown their way on October Mountain,Hikers large rock thrown way October Mountain
2700,51359,Class B,2016-02-28 12:00:00+00:00,42.08354,-73.47686, Man records possible wood knocks in Southern Berkshires,Man records possible wood knocks Southern Berkshires
2701,51847,Class B,2016-04-30 12:00:00+00:00,42.63678,-73.16617," Hikers have possible daytime encounter on state's highest peak, Mount Greylock","Hikers possible daytime encounter state's highest peak, Mount Greylock"
2702,56293,Class B,2015-09-11 12:00:00+00:00,42.07867,-73.38644, Another possible encounter along Appalachian Trail,Another possible encounter along Appalachian Trail
2703,10687,Class B,1972-08-15 12:00:00+00:00,39.01142,-76.53862, Child sees large figure looking at him in window at night,Child sees large figure looking window night
2704,10778,Class B,1994-08-15 12:00:00+00:00,39.21564,-77.4608, Vocals and thrown objects experienced by two friends exploring,Vocals thrown objects experienced two friends exploring
2705,12601,Class B,2005-09-14 12:00:00+00:00,38.81639,-76.54514," Bow hunter hears vocalizations, smells foul odor","Bow hunter hears vocalizations, smells foul odor"
2706,24952,Class B,2008-05-01 12:00:00+00:00,39.11378,-76.811, Bird watcher experiences unusual activity while hiking in the Oxbow Lake Nature Preserve,Bird watcher experiences unusual activity hiking Oxbow Lake Nature Preserve
2707,25137,Class B,1999-04-15 12:00:00+00:00,38.63295,-75.80465, Memory told of a possible late night sighting while driving near Hurlock,Memory told possible late night sighting driving near Hurlock
2708,29330,Class B,1989-05-15 12:00:00+00:00,39.64819,-78.32549, Recollection of possible vocalizations and brush crashing while camping in the Lil-Aaron Straus Wilderness Area,Recollection possible vocalizations brush crashing camping Lil-Aaron Straus Wilderness Area
2709,30634,Class B,2011-05-14 12:00:00+00:00,39.6946,-76.6691, Night hikers possibly stalked near Bee Tree Preserve,Night hikers possibly stalked near Bee Tree Preserve
2710,46620,Class B,2014-03-15 12:00:00+00:00,39.06392,-77.2948, Possible nighttime sighting through a living room window near Potomac,Possible nighttime sighting living room window near Potomac
2711,8259,Class B,1970-11-15 12:00:00+00:00,46.1333,-68.8405, Hunters find scat and have large rock thrown at them,Hunters find scat large rock thrown
2712,475,Class B,2005-07-15 12:00:00+00:00,46.71195,-85.38834, Rock hunters watch tall upright figure along Lake Superior near Newberry,Rock hunters watch tall upright figure along Lake Superior near Newberry
2713,3007,Class B,2001-02-15 12:00:00+00:00,42.285,-83.59014," Bare, wide footprints seen in the mud of a February thaw","Bare, wide footprints seen mud February thaw"
2714,3388,Class B,2001-11-15 12:00:00+00:00,47.232,-88.16361, Father and sons hear screams while deerhunting near Gay,Father sons hear screams deerhunting near Gay
2715,3525,Class B,1972-02-25 12:00:00+00:00,46.52889,-85.49639, Snowmobiler finds large barefoot tracks in upper peninsula of Michigan,Snowmobiler finds large barefoot tracks upper peninsula Michigan
2716,5137,Class B,2002-07-20 12:00:00+00:00,46.87111,-89.31389, Scientist hears nocturnal vocalizations near Ontanagon.,Scientist hears nocturnal vocalizations near Ontanagon.
2717,5694,Class B,1986-07-15 12:00:00+00:00,46.01278,-86.81917, Campers have strange encounter near swamp in the Upper Peninsula,Campers strange encounter near swamp Upper Peninsula
2718,7181,Class B,2003-05-01 12:00:00+00:00,41.79639,-84.4587," Two bikers hear strange sound near ""Lost Nation""","Two bikers hear strange sound near ""Lost Nation"""
2719,7272,Class B,2003-11-07 12:00:00+00:00,44.6375,-83.51418," Hunters endure hour-long, intimidation behavior by unseen aggressor(s)","Hunters endure hour-long, intimidation behavior unseen aggressor(s)"
2720,7275,Class B,1994-07-16 12:00:00+00:00,43.103,-86.075, Mother and son find footprints in woods near Nunica.,Mother son find footprints woods near Nunica.
2721,7386,Class B,1974-12-15 12:00:00+00:00,42.0288,-86.5153," Observer hears scream changing to low ""demonic"" chuckle","Observer hears scream changing low ""demonic"" chuckle"
2722,7800,Class B,2000-07-15 12:00:00+00:00,44.82167,-84.47611, Odd sounds and animal behavior from the forest cause woman concern.,Odd sounds animal behavior forest cause woman concern.
2723,8351,Class B,1999-06-19 12:00:00+00:00,42.15965,-83.55718, Father describes possible late night vocalizations heard by his boys near Willis,Father describes possible late night vocalizations heard boys near Willis
2724,9544,Class B,2004-08-31 12:00:00+00:00,42.36639,-83.86097, Loud vocalization heard near gravel pit,Loud vocalization heard near gravel pit
2725,9568,Class B,1982-09-15 12:00:00+00:00,43.60667,-85.27652, Teen hears extremely loud vocalization along path near home,Teen hears extremely loud vocalization along path near home
2726,10889,Class B,1984-02-11 12:00:00+00:00,44.64535,-85.77714, Teens find footprint in swampy ground near Interlochen.,Teens find footprint swampy ground near Interlochen.
2727,14828,Class B,1995-06-01 12:00:00+00:00,41.80832,-84.20835, Possible dusk sighting near Lake Hudson State Park,Possible dusk sighting near Lake Hudson State Park
2728,15150,Class B,2006-07-09 12:00:00+00:00,44.53665,-84.16389, Possible daylight sighting by backwoods motorist couple near Huron National Forest,Possible daylight sighting backwoods motorist couple near Huron National Forest
2729,15514,Class B,1984-10-01 12:00:00+00:00,44.5976,-86.09081," Possible stalking at rural school bus stop near Benzonia, Michigan","Possible stalking rural school bus stop near Benzonia, Michigan"
2730,17175,Class B,1995-11-15 12:00:00+00:00,44.4887,-85.93575, Possible bluff charge toward a hunter in a blind near Copemish,Possible bluff charge toward hunter blind near Copemish
2731,17348,Class B,2007-01-19 12:00:00+00:00,46.34445,-87.3459, Possible tracks in snow near Gwinn,Possible tracks snow near Gwinn
2732,17939,Class B,2006-07-11 12:00:00+00:00,45.9796,-86.0221, Possible stalking of two people walking in the early evening near Lake Michigan and Gulliver Lake (Upper Peninsula),Possible stalking two people walking early evening near Lake Michigan Gulliver Lake (Upper Peninsula)
2733,19223,Class B,2006-11-20 12:00:00+00:00,44.091,-86.42896, Possible footprints found near Manistee,Possible footprints found near Manistee
2734,19838,Class B,2007-06-20 12:00:00+00:00,42.4637,-85.95915, Possible vocals at property near the Allegan State Game Area,Possible vocals property near Allegan State Game Area
2735,19936,Class B,2004-01-22 12:00:00+00:00,46.52545,-87.5034, Possible footprints found in snow outside Marquette,Possible footprints found snow outside Marquette
2736,19961,Class B,2007-06-14 12:00:00+00:00,46.4722,-86.5367, Possible knocking heard in Pictured Rocks National Lakeshore,Possible knocking heard Pictured Rocks National Lakeshore
2737,20043,Class B,2007-06-01 12:00:00+00:00,46.159,-86.611, Possible footprint and chatter outside Wetmore,Possible footprint chatter outside Wetmore
2738,20579,Class B,1996-11-17 12:00:00+00:00,46.2803,-88.7751, Possible Sighting by Deer Hunter in the Ottawa National Forest,Possible Sighting Deer Hunter Ottawa National Forest
2739,21916,Class B,1969-07-01 12:00:00+00:00,41.80205,-85.84005, Possible Evening Encounter by Woman on Horseback near Union,Possible Evening Encounter Woman Horseback near Union
2740,21969,Class B,2006-10-01 12:00:00+00:00,44.56215,-83.78585, Possible vocalization heard at dusk by bowhunter near Glennie,Possible vocalization heard dusk bowhunter near Glennie
2741,24033,Class B,2008-06-15 12:00:00+00:00,45.33075,-85.23538, Woman describes foul odor and possible vocalizatons near home outside Charlevoix,Woman describes foul odor possible vocalizatons near home outside Charlevoix
2742,24620,Class B,1974-07-30 12:00:00+00:00,42.2375,-83.67, Man recalls family experiencing possible intimidation near Ann Arbor,Man recalls family experiencing possible intimidation near Ann Arbor
2743,24695,Class B,2008-09-25 12:00:00+00:00,44.45835,-85.6667, Disoriented coon hunter is followed out of the woods and experiences possible intimidation near Buckley,Disoriented coon hunter followed woods experiences possible intimidation near Buckley
2744,25768,Class B,1993-02-07 12:00:00+00:00,41.77945,-85.99374," Man recalls a possible brief sighting near Buchanan, while looking for dog","Man recalls possible brief sighting near Buchanan, looking dog"
2745,26196,Class B,2000-10-01 12:00:00+00:00,44.16985,-85.63835, Possible intimidation experienced by two bow hunters near Cadillac,Possible intimidation experienced two bow hunters near Cadillac
2746,26617,Class B,2011-05-19 12:00:00+00:00,44.62,-83.62335, Two bowhunters hear possible screams near Glennie,Two bowhunters hear possible screams near Glennie
2747,27037,Class B,2006-05-15 12:00:00+00:00,44.34035,-84.00156, Vacationer hears possible howls at night near Henderson Lake,Vacationer hears possible howls night near Henderson Lake
2748,28023,Class B,2011-07-14 12:00:00+00:00,42.43235,-84.2915, Two hunters experience possible sasquatch intimidation behavior near Pinckney State Recreation Area,Two hunters experience possible sasquatch intimidation behavior near Pinckney State Recreation Area
2749,28805,Class B,1982-06-25 12:00:00+00:00,44.66666,-85.79052, Camper recounts late night experience and finds footprints near Interlochen,Camper recounts late night experience finds footprints near Interlochen
2750,28897,Class B,1944-07-01 12:00:00+00:00,46.35503,-86.97, Memory told of a possible daylight sighting while playing in the woods in Eben Junction,Memory told possible daylight sighting playing woods Eben Junction
2751,28945,Class B,2010-08-15 12:00:00+00:00,43.2725,-85.2515, Two individuals describe possible activity outside a cabin on Turk Lake,Two individuals describe possible activity outside cabin Turk Lake
2752,29549,Class B,1960-10-31 12:00:00+00:00,46.10294,-88.45181, Memory told of a possible daylight sighting while driving deer on a farm east of Iron River,Memory told possible daylight sighting driving deer farm east Iron River
2753,29636,Class B,1980-06-27 12:00:00+00:00,44.98276,-83.84937, Fisherman recalls being startled by late night encounter on Fletcher Pond near Hillman,Fisherman recalls startled late night encounter Fletcher Pond near Hillman
2754,30089,Class B,1962-11-15 12:00:00+00:00,44.1708,-86.10335, Memory told of a possible encounter while deer hunting east of Manistee,Memory told possible encounter deer hunting east Manistee
2755,30789,Class B,2011-11-03 12:00:00+00:00,45.1365,-83.5175, Possible vocalizations heard from woods on a family farm outside Alpena,Possible vocalizations heard woods family farm outside Alpena
2756,31121,Class B,2011-11-14 12:00:00+00:00,44.398,-84.4445, Resonant vocalizations and bipedal movement heard by hunter camped near Roscommon,Resonant vocalizations bipedal movement heard hunter camped near Roscommon
2757,31302,Class B,1979-07-15 12:00:00+00:00,43.4245,-86.353," Avid hiker recalls years of experience living in an area with what local people called the ""Shadow People"" near Montague","Avid hiker recalls years experience living area local people called ""Shadow People"" near Montague"
2758,31592,Class B,1989-11-01 12:00:00+00:00,43.857,-85.30701, Hunter recalls incidents near Pecks Lake,Hunter recalls incidents near Pecks Lake
2759,32594,Class B,2012-01-09 12:00:00+00:00,43.83165,-84.41335, Woman has a possible encounter involving her vehicle while driving near Beaverton,Woman possible encounter involving vehicle driving near Beaverton
2760,32976,Class B,2008-12-03 12:00:00+00:00,44.685,-85.433, Possible daylight sighting by a mountain biker in the Pere Marquette State Forest,Possible daylight sighting mountain biker Pere Marquette State Forest
2761,34312,Class B,2006-08-15 12:00:00+00:00,43.689,-86.376, Couple relate possible sighting on their back deck and unexplained activity while camping near Hart,Couple relate possible sighting back deck unexplained activity camping near Hart
2762,34990,Class B,2001-07-15 12:00:00+00:00,44.2055,-83.95399, Family members describe possible nighttime vocalizations heard over the years near Prescott,Family members describe possible nighttime vocalizations heard years near Prescott
2763,35224,Class B,2009-06-15 12:00:00+00:00,45.0635,-83.9205, Possible sighting and vocalizations heard by a young man near Hillman,Possible sighting vocalizations heard young man near Hillman
2764,35437,Class B,2012-05-14 12:00:00+00:00,43.577,-85.293, Family reports possible vocalizations and unexplained activity near Mecosta,Family reports possible vocalizations unexplained activity near Mecosta
2765,35671,Class B,1979-10-01 12:00:00+00:00,43.153,-85.5995, Bow hunter remembers possible intimidation behavior near Grand Rapids.,Bow hunter remembers possible intimidation behavior near Grand Rapids.
2766,35753,Class B,2012-06-10 12:00:00+00:00,42.19,-86.36, Gentleman walking his dog at dusk describes possible encounter and print near St. Joseph.,Gentleman walking dog dusk describes possible encounter print near St. Joseph.
2767,35868,Class B,2009-09-15 12:00:00+00:00,41.972,-83.3595, Retired police officer describes possible nighttime sighting near Monroe.,Retired police officer describes possible nighttime sighting near Monroe.
2768,36355,Class B,2012-06-15 12:00:00+00:00,43.265,-84.94099, Possible paralleling described and tall figure seen at night south of Mt. Pleasant,Possible paralleling described tall figure seen night south Mt. Pleasant
2769,37448,Class B,1968-11-15 12:00:00+00:00,44.377,-84.4995, Hunter recalls a possible encounter during deer season near St. Helen,Hunter recalls possible encounter deer season near St. Helen
2770,37652,Class B,2000-06-15 12:00:00+00:00,43.5345,-86.29, Possible nighttime activity while camping and a chimp-like animal seen lifeless in the road near New Era,Possible nighttime activity camping chimp-like animal seen lifeless road near New Era
2771,37797,Class B,2010-08-01 12:00:00+00:00,44.73109,-86.11156, Description of several strange encounters along Sleeping Bear Dunes National Shoreline,Description several strange encounters along Sleeping Bear Dunes National Shoreline
2772,38902,Class B,2013-01-08 12:00:00+00:00,45.31915,-84.30746, Hunters come across an unknown track line with an incredible stride near Tower,Hunters come across unknown track line incredible stride near Tower
2773,38946,Class B,2013-02-05 12:00:00+00:00,44.41775,-84.5914, Recollection of a possible road crossing at dusk near Roscommon,Recollection possible road crossing dusk near Roscommon
2774,39578,Class B,2012-12-26 12:00:00+00:00,44.71466,-85.44922, Snowmobiler observes a large figure cross the trail behind him near Traverse City,Snowmobiler observes large figure cross trail behind near Traverse City
2775,39785,Class B,2011-11-19 12:00:00+00:00,42.17291,-84.10373, Hunter hears unknown screams after shooting a deer near Jackson,Hunter hears unknown screams shooting deer near Jackson
2776,40106,Class B,2013-03-12 12:00:00+00:00,44.68,-84.01165, Possible daylight sighting by a motorist near Mio.,Possible daylight sighting motorist near Mio.
2777,40223,Class B,2013-04-06 12:00:00+00:00,44.12,-84.50999, Memory told of a possible nighttime sighting by a teenager snowmobiling south of Houghton Lake,Memory told possible nighttime sighting teenager snowmobiling south Houghton Lake
2778,41770,Class B,2013-07-31 12:00:00+00:00,44.68047,-83.61314, Huge rocks thrown at night fishermen on Jewell Lake,Huge rocks thrown night fishermen Jewell Lake
2779,42056,Class B,2013-09-02 12:00:00+00:00,44.83369,-85.72845, Possible activity at a cabin outside Traverse City,Possible activity cabin outside Traverse City
2780,42226,Class B,2013-11-15 12:00:00+00:00,43.22,-85.68," Multiple interactions involving a possible road crossing, vocalizations and paralleling experienced by a hunter/homeowner near the Rogue River Game Area","Multiple interactions involving possible road crossing, vocalizations paralleling experienced hunter/homeowner near Rogue River Game Area"
2781,43145,Class B,2005-10-22 12:00:00+00:00,45.78247,-87.326, Possible sighting by a motorist avoiding deer west of Escanaba,Possible sighting motorist avoiding deer west Escanaba
2782,43519,Class B,2012-04-05 12:00:00+00:00,44.25533,-85.9222, Night fishermen startled while in their boat at Tippy Dam Campground,Night fishermen startled boat Tippy Dam Campground
2783,43889,Class B,2012-03-15 12:00:00+00:00,45.22039,-84.21035, Hunter has unnerving experience at Bear Den Lake NE of Gaylord,Hunter unnerving experience Bear Den Lake NE Gaylord
2784,44387,Class B,2001-07-16 12:00:00+00:00,45.74023,-87.09378, Possible early evening sighting at a cemetery outside Escanaba,Possible early evening sighting cemetery outside Escanaba
2785,44437,Class B,2012-07-15 12:00:00+00:00,46.25,-89.5, Possible daytime road crossing within the Sylvania Wilderness Area,Possible daytime road crossing within Sylvania Wilderness Area
2786,45976,Class B,2000-09-01 12:00:00+00:00,42.20901,-84.53098, Trucker recounts possible early morning experience while making a delivery outside Spring Arbor,Trucker recounts possible early morning experience making delivery outside Spring Arbor
2787,46534,Class B,2014-09-05 12:00:00+00:00,41.78913,-84.53609, Possible late afternoon road crossing north of Ransom,Possible late afternoon road crossing north Ransom
2788,47439,Class B,2014-04-23 12:00:00+00:00,45.93311,-87.05026, Fishermen have possible daytime encounter near Escanaba,Fishermen possible daytime encounter near Escanaba
2789,48073,Class B,2013-07-13 12:00:00+00:00,45.7457,-87.87157, Fisherman sees tall figure with orange eyeshine leaving the Menominee River near Norway,Fisherman sees tall figure orange eyeshine leaving Menominee River near Norway
2790,49621,Class B,2015-04-01 12:00:00+00:00,42.75195,-81.52805, Teen recounts possible encounter while walking in a Lansing city park,Teen recounts possible encounter walking Lansing city park
2791,55541,Class B,2016-09-06 12:00:00+00:00,44.48875,-83.88607, Motorist has a possible daylight sighting just north of South Branch,Motorist possible daylight sighting north South Branch
2792,55573,Class B,1976-06-15 12:00:00+00:00,43.55,-86.325, Long term possible Sasquatch interactions on a farm near New Era beginning in the mid 1970's,Long term possible Sasquatch interactions farm near New Era beginning mid 1970's
2793,9796,Class B,1977-09-03 12:00:00+00:00,46.69303,-92.49979, Man recalls multiple witness incident as a teenager camping south of Cloquet,Man recalls multiple witness incident teenager camping south Cloquet
2794,10620,Class B,2005-02-06 12:00:00+00:00,47.8764,-95.0168, Footprints found in the snow in Red Lake.,Footprints found snow Red Lake.
2795,14493,Class B,1983-11-23 12:00:00+00:00,47.4914,-94.57375," Teen has a daylight encounter while hunting near Big Lake, Bemidji","Teen daylight encounter hunting near Big Lake, Bemidji"
2796,14942,Class B,2006-06-06 12:00:00+00:00,47.3304,-94.1211, County workers find possible footprints near Bena,County workers find possible footprints near Bena
2797,17545,Class B,2006-06-20 12:00:00+00:00,47.323,-93.9137, Possible nighttime sighting by motorist near Ball Club,Possible nighttime sighting motorist near Ball Club
2798,17900,Class B,2007-02-23 12:00:00+00:00,46.3725,-92.83521, Possible daylight sighting by motorist on a gravel road south of Sturgeon Lake,Possible daylight sighting motorist gravel road south Sturgeon Lake
2799,18221,Class B,2007-03-11 12:00:00+00:00,48.0607,-90.58915, Snowmobilers find several sets of large tracks on the Gun Flint Trail (w/photos),Snowmobilers find several sets large tracks Gun Flint Trail (w/photos)
2800,19655,Class B,2007-06-10 12:00:00+00:00,46.3666,-92.84309, Possible vocalizations south of Sturgeon Lake.,Possible vocalizations south Sturgeon Lake.
2801,23367,Class B,1978-11-04 12:00:00+00:00,48.52579,-96.28425, Hunter has a close but brief encounter in a hazelnut bog near Middle River,Hunter close brief encounter hazelnut bog near Middle River
2802,24089,Class B,2008-06-21 12:00:00+00:00,47.1589,-94.83755, Witness hears loud screams and foot steps while camping near Laporte,Witness hears loud screams foot steps camping near Laporte
2803,24426,Class B,2008-08-11 12:00:00+00:00,46.67197,-94.80162, Local people record strange primate vocalizations in remote woods north of Nimrod (w/ recordings),Local people record strange primate vocalizations remote woods north Nimrod (w/ recordings)
2804,24794,Class B,1989-04-22 12:00:00+00:00,45.95602,-94.87069, Man tells of a possible nighttime encounter while burning garbage near Long Prairie,Man tells possible nighttime encounter burning garbage near Long Prairie
2805,27028,Class B,2004-06-01 12:00:00+00:00,46.02361,-92.88618, A man is woken by a whoop near his home and a few months later sees an upright creature run past his barn,A man woken whoop near home months later sees upright creature run past barn
2806,27676,Class B,2009-10-18 12:00:00+00:00,47.51591,-92.6349, Possible brief sighting by a motorist outside Mountain Iron,Possible brief sighting motorist outside Mountain Iron
2807,28935,Class B,1986-05-17 12:00:00+00:00,48.1784,-92.12065, Airman recalls diverse encounters on excursion into Boundary Waters Canoe Area Wilderness,Airman recalls diverse encounters excursion Boundary Waters Canoe Area Wilderness
2808,29435,Class B,2009-07-11 12:00:00+00:00,47.31732,-93.28008, Woman and friend watch a tall animal walk oddly across a mine hill in Calumet,Woman friend watch tall animal walk oddly across mine hill Calumet
2809,33137,Class B,1978-09-01 12:00:00+00:00,46.78149,-93.81888, Husband and wife have bedtime visitors at their window near Emily,Husband wife bedtime visitors window near Emily
2810,35281,Class B,2011-08-22 12:00:00+00:00,48.13826,-92.2895, Unknown nighttime visitor at a campsite on Lake Jeannette,Unknown nighttime visitor campsite Lake Jeannette
2811,40293,Class B,2013-03-03 12:00:00+00:00,47.65885,-93.75745, Cabin owner discovers possible footprint trail across lake and onto property near Bigfork,Cabin owner discovers possible footprint trail across lake onto property near Bigfork
2812,40316,Class B,1975-10-01 12:00:00+00:00,46.73252,-94.68516, Memory told of a possible encounter while coon hunting near Houston,Memory told possible encounter coon hunting near Houston
2813,42295,Class B,2013-06-28 12:00:00+00:00,48.1316,-92.296, Possible encounter makes campers leave Lake Jeanette campground near Orr,Possible encounter makes campers leave Lake Jeanette campground near Orr
2814,42596,Class B,2013-04-09 12:00:00+00:00,48.8572,-96.0073, Possible daybreak sighting by a motorist in farm country north of Badger,Possible daybreak sighting motorist farm country north Badger
2815,43973,Class B,2013-08-18 12:00:00+00:00,46.06195,-90.0545, Canoers report a rock throw and possible grunts near Grand Marais,Canoers report rock throw possible grunts near Grand Marais
2816,44793,Class B,2011-08-11 12:00:00+00:00,47.39974,-94.41713, US Forest Service employee unnerved by possible vocalizations near Lydick Lake,US Forest Service employee unnerved possible vocalizations near Lydick Lake
2817,45911,Class B,2014-07-15 12:00:00+00:00,47.48271,-95.05023, Family experiences possible activity outside their home near Bemidji,Family experiences possible activity outside home near Bemidji
2818,46817,Class B,2014-10-23 12:00:00+00:00,47.47025,-92.75357, Hunter scouting locations has a possible encounter near Buhl,Hunter scouting locations possible encounter near Buhl
2819,48930,Class B,2015-06-03 12:00:00+00:00,47.76524,-94.07877, Strange incident while taking photos in the Lost Forty SNA,Strange incident taking photos Lost Forty SNA
2820,49518,Class B,2013-12-18 12:00:00+00:00,47.52413,-94.88525, Biped sighted crossing road at night near Lake Bemidji,Biped sighted crossing road night near Lake Bemidji
2821,717,Class B,1981-08-01 12:00:00+00:00,36.63621,-93.31413, Unusual shadow seen through window near Branson. Large footprints found the next morning,Unusual shadow seen window near Branson. Large footprints found next morning
2822,1100,Class B,1983-05-15 12:00:00+00:00,38.7437,-94.2633, Two fisherman run from a large screaming creature in the woods near Highway 7,Two fisherman run large screaming creature woods near Highway 7
2823,1115,Class B,1954-06-30 12:00:00+00:00,38.441,-91.6284, Hair raising screams heard in the forest behind a four acre rye field.,Hair raising screams heard forest behind four acre rye field.
2824,1116,Class B,1998-11-20 12:00:00+00:00,38.46253,-93.91737, Hunters heard two highpitched screams.,Hunters heard two highpitched screams.
2825,1132,Class B,1976-09-01 12:00:00+00:00,39.1405,-91.419, Witness noticed creature was human shaped.,Witness noticed creature human shaped.
2826,2451,Class B,1986-05-31 12:00:00+00:00,37.5562,-90.2488, Three-toed print found while cutting firewood,Three-toed print found cutting firewood
2827,3667,Class B,2001-07-20 12:00:00+00:00,37.54661,-93.41, Eerie vocals in the forests of Karlin.,Eerie vocals forests Karlin.
2828,4116,Class B,2000-04-21 12:00:00+00:00,37.7664,-93.5395, Woman hears nighttime screams near Polk.,Woman hears nighttime screams near Polk.
2829,5059,Class B,1973-04-04 12:00:00+00:00,39.445,-91.07, Family hears strange screams off Highway 54,Family hears strange screams Highway 54
2830,5064,Class B,1990-10-19 12:00:00+00:00,37.27,-91.985, Driver has early morning sighting near bridge over Hog Creek.,Driver early morning sighting near bridge Hog Creek.
2831,5123,Class B,2004-11-19 12:00:00+00:00,36.7548,-92.1527," Loud calls, rock/boulder throwing disturbs campers","Loud calls, rock/boulder throwing disturbs campers"
2832,6656,Class B,2004-11-21 12:00:00+00:00,36.73,-93.51, Teenagers observe animal hiding behind trees in yard near Cape Fair.,Teenagers observe animal hiding behind trees yard near Cape Fair.
2833,6775,Class B,2004-12-05 12:00:00+00:00,38.11203,-91.1569, Child has daylight sighting along Meramec River,Child daylight sighting along Meramec River
2834,10445,Class B,2004-07-01 12:00:00+00:00,38.4971,-90.7212, Motorist has daylight sighting near Eureka,Motorist daylight sighting near Eureka
2835,11453,Class B,2005-04-15 12:00:00+00:00,37.63169,-91.41383, Vocalizations and wood knocking in Mark Twain National Forest.,Vocalizations wood knocking Mark Twain National Forest.
2836,11823,Class B,1989-01-14 12:00:00+00:00,38.21719,-90.50072, ATV'ers have daylight sighting near Hematite.,ATV'ers daylight sighting near Hematite.
2837,12054,Class B,1983-10-15 12:00:00+00:00,38.586,-94.286, Teenagers find footprint near Daugherty,Teenagers find footprint near Daugherty
