,number,classification,timestamp,latitude,longitude,report,key_words,month,year
2376,25979,Class B,2009-05-17 12:00:00+00:00,29.77291,-81.8592, Man finds possible footprint outside Palatka,Man finds possible footprint outside Palatka,5,2009
224,26116,Class A,2009-06-03 12:00:00+00:00,41.98645,-123.1749, Man has close encounter near Oregon border,Man close encounter near Oregon border,6,2009
351,27057,Class A,2009-06-10 12:00:00+00:00,37.37285,-106.496, Former Deputy Sheriff describes morning sighting on Cornwall Mountain,Former Deputy Sheriff describes morning sighting Cornwall Mountain,6,2009
3219,26137,Class B,2009-06-13 12:00:00+00:00,44.50455,-123.5524, Family hears whooping sounds while hiking Marys Peak,Family hears whooping sounds hiking Marys Peak,6,2009
598,29357,Class A,2009-06-13 12:00:00+00:00,44.28265,-115.8714, Husband and wife riding ATV's along the Payette River see a Bigfoot,Husband wife riding ATV's along Payette River see Bigfoot,6,2009
2221,26331,Class B,2009-06-15 12:00:00+00:00,53.687,-101.5205, Possible sighting by a First Nations member while hunting outside The Pas Area,Possible sighting First Nations member hunting outside The Pas Area,6,2009
1774,28308,Class A,2009-06-15 12:00:00+00:00,48.308,-122.215," Man has a close encounter with a large, upright creature in a swamp near Big Lake","Man close encounter large, upright creature swamp near Big Lake",6,2009
2763,35224,Class B,2009-06-15 12:00:00+00:00,45.0635,-83.9205, Possible sighting and vocalizations heard by a young man near Hillman,Possible sighting vocalizations heard young man near Hillman,6,2009
3079,26149,Class B,2009-06-16 12:00:00+00:00,39.03501,-84.1317, Fishermen experience possible early morning vocalizations and rock throwing at East Fork Lake,Fishermen experience possible early morning vocalizations rock throwing East Fork Lake,6,2009
3088,31000,Class B,2009-06-17 12:00:00+00:00,41.13183,-81.11617, Possible night time encounter while fishing near Atwater,Possible night time encounter fishing near Atwater,6,2009
2380,26577,Class B,2009-06-18 12:00:00+00:00,30.25389,-81.8992, Brief daylight sighting of a small primate type creature in a pine forest near Jacksonville,Brief daylight sighting small primate type creature pine forest near Jacksonville,6,2009
1280,26226,Class A,2009-06-19 12:00:00+00:00,35.2933,-95.94727, Daylight roadside sighting near Eufala,Daylight roadside sighting near Eufala,6,2009
651,28936,Class A,2009-06-24 12:00:00+00:00,41.33018,-88.53889, Daytime sighting by a motorist east of Seneca,Daytime sighting motorist east Seneca,6,2009
638,28110,Class A,2009-06-27 12:00:00+00:00,40.19732,-88.724, Night fisherman has sighting at Clinton Lake boat docks,Night fisherman sighting Clinton Lake boat docks,6,2009
529,26262,Class A,2009-06-28 12:00:00+00:00,34.31955,-84.48006, Couple witness creature crossing road north of Atlanta,Couple witness creature crossing road north Atlanta,6,2009
2149,56754,Class B,2009-07-01 12:00:00+00:00,34.33843,-117.1776," Sighting in Deep Creek Wilderness, near Lake Arrrowhead","Sighting Deep Creek Wilderness, near Lake Arrrowhead",7,2009
2619,27274,Class B,2009-07-01 12:00:00+00:00,39.9347,-87.08955, Possible vocalizations heard near Shades State Park,Possible vocalizations heard near Shades State Park,7,2009
1979,26297,Class B,2009-07-04 12:00:00+00:00,36.225,-109.11, Several early morning vocalizations heard at Wheatfields Lake,Several early morning vocalizations heard Wheatfields Lake,7,2009
3649,30670,Class B,2009-07-06 12:00:00+00:00,47.7925,-122.1676, Night time foot race with an unseen animal near Woodinville,Night time foot race unseen animal near Woodinville,7,2009
2808,29435,Class B,2009-07-11 12:00:00+00:00,47.31732,-93.28008, Woman and friend watch a tall animal walk oddly across a mine hill in Calumet,Woman friend watch tall animal walk oddly across mine hill Calumet,7,2009
3391,29148,Class B,2009-07-11 12:00:00+00:00,40.60353,-110.8055, Backpackers startle a figure with long white/blonde hair watching Boy Scouts at Grandaddy Lake,Backpackers startle figure long white/blonde hair watching Boy Scouts Grandaddy Lake,7,2009
2244,26348,Class B,2009-07-13 12:00:00+00:00,48.0715,-91.41945, Bipedal sounding pacing and possible vocalizations heard by Boy Scout leader and Scouts at Quetico Provincial Park,Bipedal sounding pacing possible vocalizations heard Boy Scout leader Scouts Quetico Provincial Park,7,2009
2243,26285,Class B,2009-07-13 12:00:00+00:00,45.61785,-78.92731, Unusual thud and possible whoop heard along with feeling of being watched in Algonquin Provincial Park,Unusual thud possible whoop heard along feeling watched Algonquin Provincial Park,7,2009
6,26604,Class A,2009-07-15 12:00:00+00:00,64.89139,-147.8142, Daytime sighting of reddish-colored bigfoot near Fairbanks,Daytime sighting reddish-colored bigfoot near Fairbanks,7,2009
2588,40995,Class B,2009-07-15 12:00:00+00:00,40.45428,-90.78947, Possible sighting of animal playing peek-a-boo at Argyle Lake State Park,Possible sighting animal playing peek-a-boo Argyle Lake State Park,7,2009
225,26258,Class A,2009-07-15 12:00:00+00:00,38.79998,-120.2083, Nightime sighting by a couple along a main highway between South Lake Tahoe and Placerville,Nightime sighting couple along main highway South Lake Tahoe Placerville,7,2009
877,25298,Class A,2009-07-16 12:00:00+00:00,44.17335,-84.6, Man recalls a sasquatch watching he and a group of teenagers taking a walk while camping near Houghton Lake,Man recalls sasquatch watching group teenagers taking walk camping near Houghton Lake,7,2009
3285,27242,Class B,2009-07-17 12:00:00+00:00,35.78439,-87.44963, Possible howl heard on the Duck River while camping,Possible howl heard Duck River camping,7,2009
886,29091,Class A,2009-07-17 12:00:00+00:00,45.35665,-84.605, Motorist is shocked by sighting on I-75 between Wolverine & Indian River,Motorist shocked sighting I-75 Wolverine & Indian River,7,2009
530,26313,Class A,2009-07-17 12:00:00+00:00,33.49565,-84.5317, Motorist has late night visual encounter near Tyrone,Motorist late night visual encounter near Tyrone,7,2009
3283,26307,Class B,2009-07-18 12:00:00+00:00,36.0925,-82.3045, Possible track and wood knocks heard near Greenville,Possible track wood knocks heard near Greenville,7,2009
1040,31994,Class A,2009-07-20 12:00:00+00:00,35.41939,-82.56715, Late night sighting by boy walking near Mills River,Late night sighting boy walking near Mills River,7,2009
3775,26354,Class B,2009-07-22 12:00:00+00:00,37.515,-81.8, Rural residents describe loud vocalizations and strange incidents near Iaeger,Rural residents describe loud vocalizations strange incidents near Iaeger,7,2009
3002,26338,Class B,2009-07-26 12:00:00+00:00,43.32,-73.81, Possible vocalizations heard by campers In Lake Luzerne area,Possible vocalizations heard campers In Lake Luzerne area,7,2009
3669,41111,Class B,2009-07-26 12:00:00+00:00,46.96189,-124.1692, Woman standing on her elevated deck is approached from underneath by something large near Ocean Shores,Woman standing elevated deck approached underneath something large near Ocean Shores,7,2009
1769,26403,Class A,2009-08-04 12:00:00+00:00,47.70178,-121.1859," Man sees large, hair-covered figure while riding on train near the Cascade Tunnel","Man sees large, hair-covered figure riding train near Cascade Tunnel",8,2009
2573,36567,Class B,2009-08-06 12:00:00+00:00,37.92017,-88.98228, Possible nighttime sighting while driving in Orient,Possible nighttime sighting driving Orient,8,2009
1281,26543,Class A,2009-08-07 12:00:00+00:00,36.62116,-96.12164, Nightime roadside sighting south of Woolaroc,Nightime roadside sighting south Woolaroc,8,2009
2158,26517,Class B,2009-08-09 12:00:00+00:00,51.35316,-115.0964, Strange screams frighten fly fisherman and cattle near Sundre,Strange screams frighten fly fisherman cattle near Sundre,8,2009
2141,26386,Class B,2009-08-10 12:00:00+00:00,34.2556,-116.7944, Mother and daughter describe possible howls close to their home near Big Bear City,Mother daughter describe possible howls close home near Big Bear City,8,2009
735,25860,Class A,2009-08-10 12:00:00+00:00,38.62563,-96.44296, Early morning driver spots bipedal animal eating corn near Little John Creek near Dunlap,Early morning driver spots bipedal animal eating corn near Little John Creek near Dunlap,8,2009
1225,27613,Class A,2009-08-12 12:00:00+00:00,40.95818,-80.97507, Woman recounts nighttime sighting of a small bigfoot outside her home near Beloit,Woman recounts nighttime sighting small bigfoot outside home near Beloit,8,2009
535,27300,Class A,2009-08-15 12:00:00+00:00,31.18562,-83.66153, Late-night roadside sighting by a young man outside of Moultrie,Late-night roadside sighting young man outside Moultrie,8,2009
2393,32227,Class B,2009-08-16 12:00:00+00:00,26.1875,-81.69245, Man describes possible encounters off Route 41 near Ochopee,Man describes possible encounters Route 41 near Ochopee,8,2009
912,31166,Class A,2009-08-16 12:00:00+00:00,47.5,-93.0, Husband and wife experience an up-close daylight sighting on Hwy. 7 north of Bovey,Husband wife experience up-close daylight sighting Hwy. 7 north Bovey,8,2009
3349,26473,Class B,2009-08-22 12:00:00+00:00,33.79094,-95.92831, Possible sign and incidents on private property while scouting for deer south of Monkstown,Possible sign incidents private property scouting deer south Monkstown,8,2009
1542,26504,Class A,2009-08-25 12:00:00+00:00,31.93425,-96.12524, Early morning sighting by a truck driver near Richland Chambers Lake,Early morning sighting truck driver near Richland Chambers Lake,8,2009
789,27551,Class A,2009-08-31 12:00:00+00:00,37.55156,-84.50035, Late night encounter at a farm near Crab Orchard,Late night encounter farm near Crab Orchard,8,2009
349,26522,Class A,2009-09-01 12:00:00+00:00,39.1006,-106.5445, Woman describes vivid early morning sighting just below Independence Pass,Woman describes vivid early morning sighting Independence Pass,9,2009
1282,26554,Class A,2009-09-08 12:00:00+00:00,36.03501,-96.36707, Man has nighttime sighting of two bipedal creatures behind his home near Mannford,Man nighttime sighting two bipedal creatures behind home near Mannford,9,2009
3624,26572,Class B,2009-09-09 12:00:00+00:00,45.96578,-121.7576, Backpacker hears multiple vocalizations while camping near Trout Lake,Backpacker hears multiple vocalizations camping near Trout Lake,9,2009
1876,27363,Class A,2009-09-11 12:00:00+00:00,38.98,-80.27, Witness describes getting a good look at a bi-pedal creature while driving on a country road in Buckhannon,Witness describes getting good look bi-pedal creature driving country road Buckhannon,9,2009
3625,26580,Class B,2009-09-12 12:00:00+00:00,46.38448,-122.5572, Two hunters are followed by an unseen creature near Toutle,Two hunters followed unseen creature near Toutle,9,2009
479,38924,Class A,2009-09-14 12:00:00+00:00,26.67822,-81.81697, Fisherman comes face to face with tall ape-like creature in Ft. Myers,Fisherman comes face face tall ape-like creature Ft. Myers,9,2009
2552,28713,Class B,2009-09-15 12:00:00+00:00,40.63281,-89.99568, Hikers find possible footprints by a cornfield north of Norris,Hikers find possible footprints cornfield north Norris,9,2009
2767,35868,Class B,2009-09-15 12:00:00+00:00,41.972,-83.3595, Retired police officer describes possible nighttime sighting near Monroe,Retired police officer describes possible nighttime sighting near Monroe,9,2009
350,26671,Class A,2009-09-22 12:00:00+00:00,40.84707,-105.6385, Two brothers witness an upright creature while at a cabin near Red Feather,Two brothers witness upright creature cabin near Red Feather,9,2009
2848,26694,Class B,2009-09-24 12:00:00+00:00,37.66643,-90.86792, Possible nighttime encounter while camping near Potosi,Possible nighttime encounter camping near Potosi,9,2009
2543,26874,Class B,2009-09-24 12:00:00+00:00,40.65639,-89.04518, Possible footprints found near Mackinaw River,Possible footprints found near Mackinaw River,9,2009
2847,26306,Class B,2009-09-25 12:00:00+00:00,36.50787,-94.2319, Possible nighttime encounter at a rural home near the village of Jane,Possible nighttime encounter rural home near village Jane,9,2009
1037,30757,Class A,2009-09-30 12:00:00+00:00,35.85107,-82.05008, Driver & passenger observe late night road crossing near Spruce Pine,Driver & passenger observe late night road crossing near Spruce Pine,9,2009
3129,26711,Class B,2009-10-01 12:00:00+00:00,34.49108,-94.49968, Couple witness a possible juvenile running on all fours in Smithville,Couple witness possible juvenile running fours Smithville,10,2009
1283,26767,Class A,2009-10-04 12:00:00+00:00,34.21174,-96.63857, Camper sees large bipedal creature leave her camp heading to the river,Camper sees large bipedal creature leave camp heading river,10,2009
1367,26718,Class A,2009-10-05 12:00:00+00:00,45.8417,-121.7084, Late night road crossing sighting by hunters near the eastern boundary of Mt. Hood National Forest,Late night road crossing sighting hunters near eastern boundary Mt. Hood National Forest,10,2009
532,26822,Class A,2009-10-07 12:00:00+00:00,30.83105,-82.6386, Late-night sighting by motorist couple between Homerville and Edith,Late-night sighting motorist couple Homerville Edith,10,2009
683,42140,Class A,2009-10-10 12:00:00+00:00,41.40762,-87.60593, Hiker has daylight sighting in Goodenow Grove Nature Preserve,Hiker daylight sighting Goodenow Grove Nature Preserve,10,2009
452,28200,Class A,2009-10-10 12:00:00+00:00,28.44926,-81.95577, Father and son have very close daylight sighting in the Green Swamp,Father son close daylight sighting Green Swamp,10,2009
2662,27323,Class B,2009-10-13 12:00:00+00:00,37.65805,-83.79678, Possible harrassment at a secluded cabin near Zachariah,Possible harrassment secluded cabin near Zachariah,10,2009
955,27089,Class A,2009-10-15 12:00:00+00:00,38.2081,-91.16042, Nighttime sighting at City Lake Park outside Sullivan,Nighttime sighting City Lake Park outside Sullivan,10,2009
3729,39031,Class B,2009-10-15 12:00:00+00:00,43.89418,-87.94178, Home owner reports strange howls and possible ongoing activity near Kiel,Home owner reports strange howls possible ongoing activity near Kiel,10,2009
2209,26821,Class B,2009-10-17 12:00:00+00:00,50.46674,-119.5504, Possible sasquatch activity reported by a father and his sons near Falkland,Possible sasquatch activity reported father sons near Falkland,10,2009
2806,27676,Class B,2009-10-18 12:00:00+00:00,47.51591,-92.6349, Possible brief sighting by a motorist outside Mountain Iron,Possible brief sighting motorist outside Mountain Iron,10,2009
448,26823,Class A,2009-10-18 12:00:00+00:00,28.44926,-81.95577, Daylight sighting by hunter and son in Richloam Wildlife Management Area,Daylight sighting hunter son Richloam Wildlife Management Area,10,2009
2623,28861,Class B,2009-10-22 12:00:00+00:00,39.02502,-86.49139," Loud, early morning vocalizations heard by duck hunters near Lake Monroe","Loud, early morning vocalizations heard duck hunters near Lake Monroe",10,2009
2223,50446,Class B,2009-10-25 12:00:00+00:00,44.89409,-63.83683, Hiker startled by violent tree shaking and possible ground stomping near Uniacke House Museum,Hiker startled violent tree shaking possible ground stomping near Uniacke House Museum,10,2009
2955,24928,Class B,2009-10-30 12:00:00+00:00,40.93552,-74.49518, Possible wood knocks heard near Hibernia Bat Cave/Wildcat Ridge in Rockaway,Possible wood knocks heard near Hibernia Bat Cave/Wildcat Ridge Rockaway,10,2009
3080,26830,Class B,2009-10-31 12:00:00+00:00,39.42635,-81.37085, Group finds possible Bigfoot track in Wayne National Forest - w/photos of track and cast,Group finds possible Bigfoot track Wayne National Forest - w/photos track cast,10,2009
2519,29020,Class B,2009-11-01 12:00:00+00:00,44.35978,-115.8596, Couple describes incidents at two different campgrounds in Boise National Forest,Couple describes incidents two different campgrounds Boise National Forest,11,2009
890,30090,Class A,2009-11-15 12:00:00+00:00,44.22671,-86.10172," Grandfather and grandson witness a big, black creature chasing a deer near Manistee","Grandfather grandson witness big, black creature chasing deer near Manistee",11,2009
2692,25719,Class B,2009-11-17 12:00:00+00:00,41.83664,-70.89049, Wood Knocks Heard Near Assawompsett Pond,Wood Knocks Heard Near Assawompsett Pond,11,2009
451,27347,Class A,2009-11-18 12:00:00+00:00,30.08748,-81.85762, Nighttime sighting of two upright creatures by a motorist outside Middleburg,Nighttime sighting two upright creatures motorist outside Middleburg,11,2009
2381,26947,Class B,2009-11-21 12:00:00+00:00,30.9725,-87.265, Hunter and daughter hear chatter and find possible tracks near Escambia River,Hunter daughter hear chatter find possible tracks near Escambia River,11,2009
2849,26919,Class B,2009-11-24 12:00:00+00:00,38.4063,-90.7357, Early A.M. sighting returning home from family event,Early A.M. sighting returning home family event,11,2009
1878,31404,Class A,2009-11-28 12:00:00+00:00,38.2639,-81.4625, Deer hunter has daylight sighting on a logging road near Cabin Creek,Deer hunter daylight sighting logging road near Cabin Creek,11,2009
3237,26957,Class B,2009-11-30 12:00:00+00:00,40.65083,-78.52589, Pre-dawn whoops and movement heard near Prince Galitzin State Park,Pre-dawn whoops movement heard near Prince Galitzin State Park,11,2009
3221,27087,Class B,2009-12-10 12:00:00+00:00,42.36945,-121.3866, Possible sighting at night by a family on Hwy. 140E near Bonanza,Possible sighting night family Hwy. 140E near Bonanza,12,2009
2382,27145,Class B,2009-12-14 12:00:00+00:00,29.95301,-82.0125, Bow hunter hears possible vocalizations in the Camp Blanding Wildlife Management Area,Bow hunter hears possible vocalizations Camp Blanding Wildlife Management Area,12,2009
1436,27522,Class A,2009-12-14 12:00:00+00:00,36.19746,-84.66167, Daylight sighting of a large bipedal animal near Sunbright,Daylight sighting large bipedal animal near Sunbright,12,2009
454,28355,Class A,2009-12-15 12:00:00+00:00,29.94011,-81.91354," Hunter watches running bipedal creature, finds possible scat in the Camp Blanding Wildlife Management Area","Hunter watches running bipedal creature, finds possible scat Camp Blanding Wildlife Management Area",12,2009
2544,27042,Class B,2009-12-18 12:00:00+00:00,38.90123,-89.80123, Possible daylight sighting by motorist on Illinois Route 4 outside Hamel,Possible daylight sighting motorist Illinois Route 4 outside Hamel,12,2009
1981,34283,Class B,2009-12-18 12:00:00+00:00,34.275,-110.85, Possible trackline found in fresh snow near Willow Springs Lake,Possible trackline found fresh snow near Willow Springs Lake,12,2009
2545,27146,Class B,2010-01-05 12:00:00+00:00,40.63267,-90.28404, Deer hunters hear possible vocalizations and find strange footprints near Ellisville,Deer hunters hear possible vocalizations find strange footprints near Ellisville,1,2010
534,27197,Class A,2010-01-12 12:00:00+00:00,34.8243,-84.72352, Adolescent child has early morning sighting near Chatsworth,Adolescent child early morning sighting near Chatsworth,1,2010
2661,27184,Class B,2010-01-14 12:00:00+00:00,38.63813,-85.00044, Mother and son have a possible early morning sighting near Eagle Creek,Mother son possible early morning sighting near Eagle Creek,1,2010
227,27177,Class A,2010-01-22 12:00:00+00:00,34.76666,-118.5834, Man remembers sighting while driving on a lonely dark two-lane road near Gorman,Man remembers sighting driving lonely dark two-lane road near Gorman,1,2010
1284,27206,Class A,2010-01-25 12:00:00+00:00,34.76134,-98.61497, Young man sees two white hairy creatures while hiking in the Wichita Mountains,Young man sees two white hairy creatures hiking Wichita Mountains,1,2010
2687,28954,Class B,2010-02-15 12:00:00+00:00,31.41787,-92.28034, Possible encounter by hunters camping in the Kisatchie National Forest,Possible encounter hunters camping Kisatchie National Forest,2,2010
1102,26205,Class A,2010-02-15 12:00:00+00:00,41.94512,-73.87915, Young adult has daylight visual encounter of bipedal creature while driving near Rhinebeck,Young adult daylight visual encounter bipedal creature driving near Rhinebeck,2,2010
2546,27387,Class B,2010-02-28 12:00:00+00:00,41.90703,-89.41539, Large unknown bipedal animal seen possibly chasing deer near Dixon,Large unknown bipedal animal seen possibly chasing deer near Dixon,2,2010
3719,27429,Class B,2010-03-10 12:00:00+00:00,43.8708,-89.18135, Motorist observes possible road crossing near Princeton,Motorist observes possible road crossing near Princeton,3,2010
41,27459,Class A,2010-03-12 12:00:00+00:00,33.8957,-87.53395, Motorist sights dirty-white upright creature near the town of Kansas,Motorist sights dirty-white upright creature near town Kansas,3,2010
2885,21907,Class B,2010-03-20 12:00:00+00:00,47.60413,-113.7593, Possible sighting and wood knocks heard near Swan Lake,Possible sighting wood knocks heard near Swan Lake,3,2010
101,27482,Class A,2010-03-23 12:00:00+00:00,35.36335,-94.229, Man recalls incident while camping as a teenager near Cedarville,Man recalls incident camping teenager near Cedarville,3,2010
132,27495,Class A,2010-03-24 12:00:00+00:00,34.1,-110.165, Afternoon sighting by a commuter south of Show Low,Afternoon sighting commuter south Show Low,3,2010
2664,27545,Class B,2010-03-26 12:00:00+00:00,37.22604,-82.74595, Possible track found at well site near Deane,Possible track found well site near Deane,3,2010
1947,29313,Class B,2010-04-10 12:00:00+00:00,34.56384,-92.22704, Fisherman finds possible footprints near Grassy Lake (w/photo,Fisherman finds possible footprints near Grassy Lake (w/photo,4,2010
2665,27589,Class B,2010-04-13 12:00:00+00:00,38.11509,-82.70393, Possible footprint and strange occurrences  at a rural residence west of Louisa,Possible footprint strange occurrences rural residence west Louisa,4,2010
2498,35883,Class B,2010-04-15 12:00:00+00:00,41.7822,-91.57033, Possible encounter while volunteering at Macbride Raptor Project outside North Liberty,Possible encounter volunteering Macbride Raptor Project outside North Liberty,4,2010
2415,39382,Class B,2010-04-15 12:00:00+00:00,26.03808,-81.64948, Frightening encounter experienced on family property outside Naples,Frightening encounter experienced family property outside Naples,4,2010
228,27609,Class A,2010-04-22 12:00:00+00:00,41.65925,-123.4498, Daughter and Mother both observe a large dark creature in the Klamath River bottom,Daughter Mother observe large dark creature Klamath River bottom,4,2010
2547,27692,Class B,2010-05-05 12:00:00+00:00,40.82944,-89.73378, Mushroom hunter hears vocalizations and finds footprints near Jubilee College State Park,Mushroom hunter hears vocalizations finds footprints near Jubilee College State Park,5,2010
2143,27687,Class B,2010-05-07 12:00:00+00:00,34.66363,-118.4538, Possible tracks found in snow and mud on family property many years ago near Lake Hughes,Possible tracks found snow mud family property many years ago near Lake Hughes,5,2010
3356,40420,Class B,2010-05-15 12:00:00+00:00,29.30877,-97.47971," Rural resident hears heavy bipedal footfalls and smells strong ""skunk-like"" odor near Seguin","Rural resident hears heavy bipedal footfalls smells strong ""skunk-like"" odor near Seguin",5,2010
1772,27803,Class A,2010-05-22 12:00:00+00:00,46.84748,-122.2719, Hikers near Eatonville surprise a sasquatch drinking from the river,Hikers near Eatonville surprise sasquatch drinking river,5,2010
2853,27800,Class B,2010-05-25 12:00:00+00:00,37.18847,-90.52135, Large unknown animal on all fours seen crossing a road near Patterson,Large unknown animal fours seen crossing road near Patterson,5,2010
1010,36281,Class A,2010-05-29 12:00:00+00:00,46.76389,-110.7781, Close daylight sighting by a fisherman near White Sulphur Springs,Close daylight sighting fisherman near White Sulphur Springs,5,2010
2870,50717,Class B,2010-06-01 12:00:00+00:00,37.99225,-91.42575, Man recalls primate-like vocalization and rocks thrown at a fishing area in the Rvierside Conservation Area,Man recalls primate-like vocalization rocks thrown fishing area Rvierside Conservation Area,6,2010
3130,30150,Class B,2010-06-03 12:00:00+00:00,35.0,-99.0, Tall dark figure seen during the daytime at the Lake Elmer Thomas Recreational Area,Tall dark figure seen daytime Lake Elmer Thomas Recreational Area,6,2010
474,35529,Class A,2010-06-07 12:00:00+00:00,29.49577,-81.74579, Daytime sighting by a motorist on FL-19 in the Ocala National Forest,Daytime sighting motorist FL-19 Ocala National Forest,6,2010
3627,27865,Class B,2010-06-09 12:00:00+00:00,46.49406,-122.5319, Possible activity described around a home near Mossyrock,Possible activity described around home near Mossyrock,6,2010
2144,27844,Class B,2010-06-10 12:00:00+00:00,35.12931,-118.3302, Two young men hiking outside Tehachapi come across possible tracks,Two young men hiking outside Tehachapi come across possible tracks,6,2010
1792,37885,Class A,2010-06-10 12:00:00+00:00,48.10255,-122.2763, Daylight encounter while hiking on the Tulalip Indian Reservation,Daylight encounter hiking Tulalip Indian Reservation,6,2010
958,27785,Class A,2010-06-22 12:00:00+00:00,37.03575,-94.52888, Nighttime roadside sighting by a motorist outside Joplin,Nighttime roadside sighting motorist outside Joplin,6,2010
3629,27923,Class B,2010-06-25 12:00:00+00:00,46.75225,-122.0566, Man and granddaughter hear possible vocals of two creatures approaching them near Ashford,Man granddaughter hear possible vocals two creatures approaching near Ashford,6,2010
2247,27961,Class B,2010-07-02 12:00:00+00:00,44.6925,-76.3948, Possible wood knock responses heard near Westport,Possible wood knock responses heard near Westport,7,2010
3720,28008,Class B,2010-07-05 12:00:00+00:00,42.97569,-88.44846, Possible nighttime sighting while driving next to Kettle Moraine State Forest,Possible nighttime sighting driving next Kettle Moraine State Forest,7,2010
3081,27972,Class B,2010-07-06 12:00:00+00:00,38.69322,-83.12891, Family camping at Shawnee State Forest has possible encounter,Family camping Shawnee State Forest possible encounter,7,2010
830,26277,Class A,2010-07-06 12:00:00+00:00,41.74419,-70.95906, Night sighting by a motorist near Freetown,Night sighting motorist near Freetown,7,2010
2620,27976,Class B,2010-07-10 12:00:00+00:00,40.38335,-87.0796, Strange vocalization heard while calling for a kitten on the Wabash River,Strange vocalization heard calling kitten Wabash River,7,2010
1437,28005,Class A,2010-07-16 12:00:00+00:00,36.25466,-86.15759, Two witnesses recount a close daytime encounter with a very curious creature near Lebanon,Two witnesses recount close daytime encounter curious creature near Lebanon,7,2010
3090,31439,Class B,2010-07-18 12:00:00+00:00,40.11682,-81.4936, Possible rock throwing display while night fishing at Salt Fork State Park,Possible rock throwing display night fishing Salt Fork State Park,7,2010
882,27009,Class A,2010-07-26 12:00:00+00:00,44.94835,-84.165, Woman recalls daylight sighting while driving and a possible incident at a home east of Gaylord,Woman recalls daylight sighting driving possible incident home east Gaylord,7,2010
2222,31176,Class B,2010-07-29 12:00:00+00:00,49.7905,-100.069, Possible trackway found and photographed near Brandon,Possible trackway found photographed near Brandon,7,2010
2145,27966,Class B,2010-07-31 12:00:00+00:00,37.79337,-119.118, Possible howl heard by three family members while on vacation at June Lake,Possible howl heard three family members vacation June Lake,7,2010
2771,37797,Class B,2010-08-01 12:00:00+00:00,44.73109,-86.11156, Description of several strange encounters along Sleeping Bear Dunes National Shoreline,Description several strange encounters along Sleeping Bear Dunes National Shoreline,8,2010
2210,27281,Class B,2010-08-12 12:00:00+00:00,54.78464,-127.1616, Possible encounter close to the hospital in Smithers,Possible encounter close hospital Smithers,8,2010
2580,39851,Class B,2010-08-14 12:00:00+00:00,41.53346,-87.75156, Motorists have possible nighttime sighting in Green Belt Forest Preserve,Motorists possible nighttime sighting Green Belt Forest Preserve,8,2010
2751,28945,Class B,2010-08-15 12:00:00+00:00,43.2725,-85.2515, Two individuals describe possible activity outside a cabin on Turk Lake,Two individuals describe possible activity outside cabin Turk Lake,8,2010
797,33322,Class A,2010-08-15 12:00:00+00:00,36.8216,-87.93167, Nighttime sighting while leaving Lake Barkley State Park,Nighttime sighting leaving Lake Barkley State Park,8,2010
833,27702,Class A,2010-08-15 12:00:00+00:00,39.08414,-76.82731, Man recalls seeing a tall dark creature behind his house at dusk near Laurel,Man recalls seeing tall dark creature behind house dusk near Laurel,8,2010
352,31939,Class A,2010-08-15 12:00:00+00:00,38.83714,-106.199, Motorist describes early morning sighting near Buena Vista,Motorist describes early morning sighting near Buena Vista,8,2010
893,31025,Class A,2010-08-15 12:00:00+00:00,46.19183,-86.21193, Close encounter by a hunter tracking his dogs at night outside the Seney National Wildlife Refuge,Close encounter hunter tracking dogs night outside Seney National Wildlife Refuge,8,2010
2305,28720,Class B,2010-08-16 12:00:00+00:00,38.88665,-75.3793, Traveler observes a tall biped in a cornfield north of Bethany Beach,Traveler observes tall biped cornfield north Bethany Beach,8,2010
3406,28449,Class B,2010-08-21 12:00:00+00:00,38.56546,-79.14478, Possible wood knock interaction by kayaking fishermen on Switzer Lake,Possible wood knock interaction kayaking fishermen Switzer Lake,8,2010
3630,28087,Class B,2010-08-25 12:00:00+00:00,48.27646,-124.6802, Possible nighttime encounter while camping at Shi Shi Beach,Possible nighttime encounter camping Shi Shi Beach,8,2010
2142,27327,Class B,2010-08-29 12:00:00+00:00,41.1139,-122.7, Wilderness campers have an unknown visitor in the Trinity Alps of Northern California,Wilderness campers unknown visitor Trinity Alps Northern California,8,2010
3632,28207,Class B,2010-09-04 12:00:00+00:00,47.46872,-123.2259, Campers at Lake Cushman hear possible vocalizations,Campers Lake Cushman hear possible vocalizations,9,2010
453,28237,Class A,2010-09-05 12:00:00+00:00,28.50566,-81.97483," Weekend camping trip in the Green Swamp is interrupted by a hairy, bipedal intruder","Weekend camping trip Green Swamp interrupted hairy, bipedal intruder",9,2010
960,28210,Class A,2010-09-12 12:00:00+00:00,36.51627,-94.60989, Three fishermen returning home late at night have close contact with a Bigfoot near Southwest City,Three fishermen returning home late night close contact Bigfoot near Southwest City,9,2010
3689,47470,Class B,2010-09-15 12:00:00+00:00,47.5505,-117.167, Grouse hunters have possible late evening sighting near Mica Peak,Grouse hunters possible late evening sighting near Mica Peak,9,2010
1785,35479,Class A,2010-09-15 12:00:00+00:00,45.86883,-121.4813, Nighttime sighting by a motorist near BZ Corner,Nighttime sighting motorist near BZ Corner,9,2010
458,29565,Class A,2010-09-16 12:00:00+00:00,28.78812,-82.40295, Man describes several compelling incidents while hunting in the Withlacoochee State Forest,Man describes several compelling incidents hunting Withlacoochee State Forest,9,2010
